COD,TIPO_CLIENTE,TIPO_EMPRESTIMO,CD_SEXO,IDADE,QTD_DIVIDAS,TEMP_RECUPERACAO
5400,NOVO,CDC,M,,16,
5401,INVESTIDOR,CDC,M,39,1,17
5402,NOVO,PESSOAL,F,26,5,
5403,NOVO,PESSOAL,M,37,16,
5404,INVESTIDOR,CDC,M,27,0,11
5405,NOVO,PESSOAL,M,44,0,7
5406,NOVO,RENEGOCIAÇÃO,M,,2,
5407,NOVO,PESSOAL,F,,2,9
5408,NOVO,CDC,F,48,1,
5409,NOVO,CDC,F,26,4,
5410,TOMADOR,PESSOAL,M,31,0,41
5411,NOVO,PESSOAL,,53,0,5
5412,NOVO,CDC,F,32,2,
5413,NOVO,CDC,M,63,7,
5414,,RENEGOCIAÇÃO,M,74,3,
5415,NOVO,RENEGOCIAÇÃO,M,58,1,6
5416,NOVO,RENEGOCIAÇÃO,F,36,16,2
5417,TOMADOR,CDC,F,33,9,4
5418,INVESTIDOR,CDC,M,62,8,37
5419,NOVO,CDC,M,34,0,4
5420,NOVO,CDC,,31,8,27
5421,NOVO,RENEGOCIAÇÃO,M,26,0,8
5422,NOVO,CDC,M,34,16,
5423,NOVO,RENEGOCIAÇÃO,M,25,0,35
5424,NOVO,CDC,I,45,16,89
5425,INVESTIDOR,PESSOAL,,20,16,
5426,INVESTIDOR,CDC,M,37,16,
5427,NOVO,CDC,M,29,16,
5428,NOVO,CDC,,33,0,2
5429,NOVO,PESSOAL,M,25,14,
5430,NOVO,CDC,F,24,8,
5431,TOMADOR,PESSOAL,F,63,10,
5432,NOVO,PESSOAL,M,59,3,3
5433,NOVO,CDC,M,,0,
5434,NOVO,CDC,M,46,16,
5435,INVESTIDOR,CDC,M,30,0,27
5436,NOVO,CDC,M,,16,
5437,NOVO,PESSOAL,I,29,0,29
5438,NOVO,RENEGOCIAÇÃO,M,78,0,
5439,NOVO,RENEGOCIAÇÃO,M,,16,
5440,NOVO,RENEGOCIAÇÃO,F,48,11,
5441,NOVO,CDC,F,69,1,
5442,NOVO,PESSOAL,F,45,16,
5443,NOVO,CDC,M,39,7,
5444,INVESTIDOR,CDC,F,51,0,3
5445,NOVO,RENEGOCIAÇÃO,,47,2,
5446,NOVO,CDC,M,59,0,9
5447,NOVO,PESSOAL,F,44,5,
5448,NOVO,RENEGOCIAÇÃO,M,,4,
5449,NOVO,CDC,F,26,2,
5450,INVESTIDOR,CDC,M,50,0,
5451,NOVO,CDC,I,45,0,
5452,NOVO,PESSOAL,M,39,0,
5453,NOVO,PESSOAL,F,22,16,
5454,NOVO,CDC,M,62,0,15
5455,NOVO,RENEGOCIAÇÃO,M,35,10,
5456,NOVO,CDC,I,41,0,231
5457,NOVO,CDC,M,21,0,23
5458,NOVO,PESSOAL,F,51,0,32
5459,NOVO,PESSOAL,F,33,3,
5460,NOVO,CDC,F,62,4,6
5461,NOVO,CDC,M,26,9,8
5462,NOVO,RENEGOCIAÇÃO,F,22,0,125
5463,NOVO,PESSOAL,F,24,16,
5464,NOVO,CDC,M,56,0,
5465,NOVO,RENEGOCIAÇÃO,M,30,6,28
5466,NOVO,PESSOAL,M,43,2,
5467,NOVO,CDC,M,31,0,
5468,NOVO,CDC,M,,12,
5469,TOMADOR,CDC,M,,0,3
5470,NOVO,PESSOAL,F,34,6,9
5471,NOVO,CDC,F,79,0,
5472,NOVO,RENEGOCIAÇÃO,M,31,4,10
5473,TOMADOR,CDC,,23,0,17
5474,NOVO,CDC,F,49,6,
5475,INVESTIDOR,CDC,M,37,16,
5476,NOVO,CDC,F,31,0,7
5477,NOVO,RENEGOCIAÇÃO,M,53,0,
5478,INVESTIDOR,CDC,M,47,6,108
5479,NOVO,CDC,M,,2,
5480,NOVO,CDC,,59,8,137
5481,NOVO,RENEGOCIAÇÃO,F,30,2,
5482,INVESTIDOR,RENEGOCIAÇÃO,M,55,0,
5483,NOVO,RENEGOCIAÇÃO,F,40,6,
5484,NOVO,CDC,F,,16,
5485,TOMADOR,PESSOAL,F,23,16,
5486,NOVO,CDC,I,54,3,30
5487,NOVO,CDC,M,,3,
5488,NOVO,CDC,,36,0,4
5489,INVESTIDOR,RENEGOCIAÇÃO,F,34,3,
5490,NOVO,CDC,M,43,4,11
5491,NOVO,PESSOAL,M,24,2,55
5492,NOVO,RENEGOCIAÇÃO,M,31,10,
5493,INVESTIDOR,CDC,F,58,0,
5494,INVESTIDOR,CDC,F,52,0,13
5495,INVESTIDOR,CDC,M,69,0,9
5496,INVESTIDOR,RENEGOCIAÇÃO,M,41,0,3
5497,INVESTIDOR,CDC,F,41,2,6
5498,NOVO,CDC,M,29,16,
5499,INVESTIDOR,PESSOAL,F,51,0,8
5500,INVESTIDOR,CDC,M,33,8,2
5501,NOVO,CDC,F,37,6,
5502,NOVO,CDC,M,29,13,
5503,NOVO,RENEGOCIAÇÃO,M,24,7,
5504,INVESTIDOR,CDC,F,52,0,11
5505,INVESTIDOR,CDC,M,29,0,
5506,NOVO,PESSOAL,F,62,0,8
5507,NOVO,CDC,F,45,4,13
5508,NOVO,CDC,M,,3,6
5509,INVESTIDOR,CDC,M,63,0,5
5510,INVESTIDOR,CDC,M,47,0,
5511,NOVO,CDC,F,36,10,
5512,NOVO,CDC,F,35,6,7
5513,NOVO,RENEGOCIAÇÃO,F,36,8,
5514,NOVO,RENEGOCIAÇÃO,M,53,0,23
5515,NOVO,PESSOAL,M,29,13,10
5516,NOVO,PESSOAL,M,33,16,
5517,NOVO,CDC,,45,0,6
5518,INVESTIDOR,CDC,F,47,0,3
5519,NOVO,CDC,F,54,0,
5520,NOVO,CDC,M,55,0,5
5521,NOVO,CDC,M,29,4,44
5522,NOVO,CDC,F,67,0,
5523,NOVO,RENEGOCIAÇÃO,,37,11,
5524,NOVO,CDC,M,35,16,9
5525,NOVO,CDC,F,31,0,
5526,INVESTIDOR,PESSOAL,F,29,16,
5527,INVESTIDOR,CDC,F,34,0,7
5528,NOVO,PESSOAL,F,49,16,
5529,NOVO,CDC,M,29,7,
5530,INVESTIDOR,CDC,M,31,0,6
5531,NOVO,CDC,F,37,6,11
5532,NOVO,RENEGOCIAÇÃO,,28,1,14
5533,INVESTIDOR,RENEGOCIAÇÃO,F,54,1,12
5534,NOVO,CDC,M,51,7,
5535,NOVO,PESSOAL,M,55,0,
5536,NOVO,CDC,M,56,1,31
5537,NOVO,CDC,M,25,9,
5538,NOVO,RENEGOCIAÇÃO,F,47,0,8
5539,NOVO,CDC,M,57,3,3
5540,INVESTIDOR,CDC,F,45,0,8
5541,NOVO,CDC,F,53,16,
5542,NOVO,RENEGOCIAÇÃO,,41,0,
5543,NOVO,RENEGOCIAÇÃO,M,51,0,9
5544,NOVO,PESSOAL,F,37,0,4
5545,NOVO,PESSOAL,F,25,1,23
5546,NOVO,CDC,M,29,0,5
5547,NOVO,CDC,M,35,2,
5548,NOVO,CDC,M,36,0,15
5549,TOMADOR,CDC,F,54,0,4
5550,NOVO,CDC,F,62,12,
5551,TOMADOR,CDC,M,21,4,3
5552,NOVO,CDC,F,33,0,
5553,NOVO,CDC,M,25,10,
5554,NOVO,CDC,,51,0,3
5555,TOMADOR,CDC,M,39,16,18
5556,TOMADOR,CDC,M,43,8,
5557,NOVO,CDC,F,42,2,7
5558,INVESTIDOR,RENEGOCIAÇÃO,F,46,0,80
5559,NOVO,RENEGOCIAÇÃO,F,39,0,5
5560,INVESTIDOR,RENEGOCIAÇÃO,F,26,0,36
5561,NOVO,CDC,F,,7,
5562,TOMADOR,PESSOAL,F,47,0,12
5563,NOVO,CDC,,19,4,19
5564,NOVO,PESSOAL,M,63,0,42
5565,TOMADOR,RENEGOCIAÇÃO,F,19,8,
5566,NOVO,CDC,F,55,16,
5567,INVESTIDOR,PESSOAL,M,70,16,8
5568,NOVO,PESSOAL,F,,16,
5569,NOVO,PESSOAL,F,,6,2
5570,NOVO,RENEGOCIAÇÃO,,47,0,7
5571,TOMADOR,CDC,M,,11,17
5572,NOVO,CDC,M,34,16,
5573,NOVO,CDC,,35,16,
5574,TOMADOR,PESSOAL,F,,15,
5575,NOVO,PESSOAL,F,24,0,7
5576,TOMADOR,CDC,M,41,0,
5577,NOVO,CDC,F,46,0,6
5578,NOVO,RENEGOCIAÇÃO,M,57,0,10
5579,NOVO,RENEGOCIAÇÃO,F,30,0,
5580,NOVO,RENEGOCIAÇÃO,M,,1,
5581,TOMADOR,CDC,M,48,0,39
5582,NOVO,CDC,M,47,5,58
5583,NOVO,PESSOAL,M,39,0,27
5584,NOVO,RENEGOCIAÇÃO,M,34,6,3
5585,INVESTIDOR,CDC,,36,1,9
5586,NOVO,CDC,M,39,0,12
5587,NOVO,CDC,F,33,0,12
5588,INVESTIDOR,CDC,M,35,0,3
5589,NOVO,RENEGOCIAÇÃO,F,47,16,
5590,NOVO,CDC,M,58,1,35
5591,NOVO,RENEGOCIAÇÃO,F,,0,
5592,TOMADOR,RENEGOCIAÇÃO,M,33,6,7
5593,NOVO,CDC,M,53,0,4
5594,NOVO,RENEGOCIAÇÃO,M,,0,
5595,NOVO,CDC,M,35,0,3
5596,INVESTIDOR,CDC,M,28,5,
5597,NOVO,CDC,F,40,16,
5598,NOVO,PESSOAL,M,,16,
5599,NOVO,CDC,M,48,0,12
5600,NOVO,CDC,M,34,0,11
5601,NOVO,CDC,M,45,0,4
5602,,RENEGOCIAÇÃO,M,43,1,
5603,TOMADOR,RENEGOCIAÇÃO,F,50,4,15
5604,NOVO,CDC,F,,0,72
5605,NOVO,CDC,F,42,4,
5606,NOVO,PESSOAL,M,50,16,
5607,NOVO,PESSOAL,M,35,4,
5608,NOVO,CDC,F,43,0,4
5609,NOVO,CDC,M,62,11,
5610,TOMADOR,CDC,M,28,16,
5611,NOVO,CDC,M,40,1,7
5612,NOVO,CDC,F,60,4,
5613,NOVO,CDC,I,47,2,37
5614,INVESTIDOR,PESSOAL,M,45,0,4
5615,NOVO,CDC,F,47,7,
5616,NOVO,CDC,M,42,0,4
5617,NOVO,PESSOAL,M,35,8,
5618,NOVO,CDC,F,34,10,
5619,NOVO,CDC,M,56,16,
5620,NOVO,RENEGOCIAÇÃO,F,24,10,43
5621,NOVO,PESSOAL,M,56,8,46
5622,NOVO,CDC,M,,7,20
5623,NOVO,PESSOAL,M,55,0,22
5624,INVESTIDOR,CDC,M,39,0,2
5625,NOVO,CDC,M,26,2,
5626,INVESTIDOR,CDC,F,,16,8
5627,NOVO,RENEGOCIAÇÃO,F,25,16,
5628,NOVO,CDC,F,26,16,
5629,NOVO,CDC,F,44,3,37
5630,NOVO,CDC,,69,0,36
5631,NOVO,CDC,M,29,13,
5632,NOVO,PESSOAL,F,24,0,14
5633,NOVO,PESSOAL,F,56,4,
5634,INVESTIDOR,RENEGOCIAÇÃO,F,32,0,2
5635,INVESTIDOR,PESSOAL,M,31,16,246
5636,NOVO,RENEGOCIAÇÃO,M,41,6,221
5637,NOVO,CDC,M,33,16,
5638,TOMADOR,CDC,M,47,11,
5639,NOVO,RENEGOCIAÇÃO,M,29,0,15
5640,TOMADOR,CDC,,32,13,
5641,NOVO,PESSOAL,M,40,1,8
5642,NOVO,PESSOAL,M,48,0,5
5643,NOVO,PESSOAL,F,59,0,17
5644,NOVO,CDC,F,30,4,4
5645,NOVO,CDC,M,47,8,2
5646,NOVO,PESSOAL,F,27,0,33
5647,NOVO,RENEGOCIAÇÃO,M,26,12,10
5648,NOVO,RENEGOCIAÇÃO,,,6,10
5649,TOMADOR,PESSOAL,M,,0,4
5650,NOVO,CDC,M,39,14,16
5651,INVESTIDOR,RENEGOCIAÇÃO,F,34,0,8
5652,NOVO,CDC,M,26,7,
5653,INVESTIDOR,CDC,F,,5,6
5654,NOVO,CDC,,55,6,
5655,NOVO,CDC,F,34,0,11
5656,NOVO,CDC,,50,16,
5657,TOMADOR,CDC,F,36,6,18
5658,NOVO,CDC,M,,0,13
5659,NOVO,PESSOAL,F,31,16,
5660,NOVO,CDC,F,63,0,2
5661,NOVO,CDC,M,31,8,26
5662,NOVO,PESSOAL,F,39,16,
5663,INVESTIDOR,PESSOAL,F,44,16,11
5664,NOVO,CDC,M,27,0,15
5665,NOVO,PESSOAL,M,30,16,
5666,NOVO,CDC,F,41,11,
5667,NOVO,CDC,M,35,3,
5668,TOMADOR,RENEGOCIAÇÃO,F,58,0,35
5669,TOMADOR,CDC,F,,0,19
5670,NOVO,CDC,M,40,6,
5671,NOVO,CDC,F,37,0,45
5672,INVESTIDOR,CDC,F,27,0,12
5673,NOVO,RENEGOCIAÇÃO,,34,0,8
5674,NOVO,CDC,M,46,16,
5675,NOVO,CDC,M,26,13,
5676,INVESTIDOR,RENEGOCIAÇÃO,F,34,1,
5677,NOVO,CDC,F,48,0,38
5678,NOVO,CDC,M,32,0,324
5679,NOVO,PESSOAL,F,20,6,
5680,NOVO,PESSOAL,M,29,16,
5681,NOVO,CDC,,25,16,
5682,NOVO,PESSOAL,F,35,1,3
5683,NOVO,CDC,F,,16,15
5684,NOVO,CDC,M,,2,
5685,NOVO,RENEGOCIAÇÃO,,35,3,8
5686,NOVO,CDC,F,23,10,
5687,NOVO,RENEGOCIAÇÃO,,37,16,
5688,INVESTIDOR,CDC,M,57,0,8
5689,TOMADOR,PESSOAL,M,20,2,3
5690,NOVO,PESSOAL,M,34,16,
5691,NOVO,PESSOAL,M,,15,
5692,INVESTIDOR,CDC,M,28,9,
5693,NOVO,RENEGOCIAÇÃO,F,44,0,4
5694,NOVO,CDC,F,53,0,
5695,INVESTIDOR,PESSOAL,M,31,0,14
5696,NOVO,RENEGOCIAÇÃO,M,33,6,
5697,TOMADOR,CDC,,30,0,9
5698,INVESTIDOR,CDC,M,21,0,8
5699,NOVO,RENEGOCIAÇÃO,M,39,0,
5700,NOVO,CDC,,24,15,
5701,NOVO,CDC,M,38,0,45
5702,TOMADOR,PESSOAL,M,36,16,
5703,NOVO,CDC,M,46,16,119
5704,NOVO,CDC,M,26,7,
5705,NOVO,CDC,F,36,0,
5706,NOVO,PESSOAL,,67,6,
5707,NOVO,RENEGOCIAÇÃO,,22,0,16
5708,NOVO,RENEGOCIAÇÃO,F,38,11,
5709,TOMADOR,RENEGOCIAÇÃO,F,20,13,
5710,INVESTIDOR,RENEGOCIAÇÃO,F,43,0,25
5711,INVESTIDOR,CDC,M,47,16,
5712,NOVO,CDC,F,27,0,21
5713,INVESTIDOR,CDC,F,49,0,9
5714,NOVO,CDC,M,82,1,
5715,NOVO,CDC,M,27,0,
5716,NOVO,CDC,F,,8,6
5717,NOVO,PESSOAL,M,49,16,
5718,NOVO,PESSOAL,,56,3,
5719,NOVO,CDC,M,37,16,8
5720,INVESTIDOR,CDC,M,47,8,36
5721,INVESTIDOR,PESSOAL,M,32,3,221
5722,NOVO,CDC,,31,16,
5723,NOVO,CDC,M,24,2,
5724,TOMADOR,CDC,M,37,5,38
5725,NOVO,RENEGOCIAÇÃO,M,39,13,14
5726,NOVO,CDC,M,29,0,21
5727,NOVO,PESSOAL,F,36,4,8
5728,NOVO,RENEGOCIAÇÃO,M,42,1,
5729,NOVO,CDC,M,39,16,
5730,NOVO,CDC,M,35,0,43
5731,NOVO,RENEGOCIAÇÃO,F,23,1,5
5732,NOVO,RENEGOCIAÇÃO,F,,0,25
5733,NOVO,CDC,F,41,0,11
5734,TOMADOR,RENEGOCIAÇÃO,F,24,0,
5735,NOVO,CDC,M,,0,28
5736,NOVO,CDC,,,16,
5737,NOVO,RENEGOCIAÇÃO,M,71,16,8
5738,TOMADOR,CDC,M,67,0,2
5739,NOVO,RENEGOCIAÇÃO,M,49,0,9
5740,NOVO,CDC,,32,3,40
5741,NOVO,CDC,F,25,8,
5742,TOMADOR,CDC,M,44,5,
5743,NOVO,CDC,F,43,9,
5744,NOVO,PESSOAL,M,43,0,
5745,INVESTIDOR,PESSOAL,F,31,2,
5746,NOVO,RENEGOCIAÇÃO,M,41,16,
5747,NOVO,RENEGOCIAÇÃO,I,34,7,8
5748,NOVO,RENEGOCIAÇÃO,F,43,16,
5749,NOVO,RENEGOCIAÇÃO,F,29,5,
5750,NOVO,PESSOAL,,27,0,14
5751,TOMADOR,CDC,F,,16,31
5752,NOVO,PESSOAL,M,32,2,
5753,NOVO,CDC,,30,11,13
5754,INVESTIDOR,CDC,M,40,11,18
5755,NOVO,CDC,M,46,16,
5756,TOMADOR,PESSOAL,M,,14,7
5757,TOMADOR,RENEGOCIAÇÃO,M,47,16,5
5758,NOVO,PESSOAL,F,30,9,
5759,INVESTIDOR,CDC,F,48,0,21
5760,NOVO,PESSOAL,M,34,16,
5761,INVESTIDOR,CDC,M,55,0,4
5762,NOVO,RENEGOCIAÇÃO,I,37,13,
5763,INVESTIDOR,RENEGOCIAÇÃO,F,31,2,4
5764,NOVO,PESSOAL,M,39,8,
5765,NOVO,CDC,M,29,8,12
5766,INVESTIDOR,CDC,M,70,0,
5767,NOVO,PESSOAL,F,21,9,
5768,TOMADOR,CDC,F,24,7,20
5769,NOVO,PESSOAL,,53,0,10
5770,NOVO,PESSOAL,M,35,16,
5771,NOVO,RENEGOCIAÇÃO,F,28,7,18
5772,NOVO,CDC,F,41,0,48
5773,NOVO,CDC,F,27,0,18
5774,NOVO,CDC,F,71,0,34
5775,INVESTIDOR,CDC,M,41,16,
5776,NOVO,CDC,M,,0,4
5777,NOVO,CDC,,25,16,
5778,NOVO,CDC,M,30,2,2
5779,NOVO,CDC,F,35,8,35
5780,NOVO,PESSOAL,F,35,16,
5781,NOVO,CDC,F,36,1,
5782,NOVO,PESSOAL,F,47,3,
5783,NOVO,PESSOAL,M,35,15,15
5784,NOVO,RENEGOCIAÇÃO,M,30,0,
5785,NOVO,CDC,F,24,16,
5786,NOVO,CDC,F,50,1,2
5787,INVESTIDOR,RENEGOCIAÇÃO,F,39,4,2
5788,NOVO,CDC,F,48,4,6
5789,NOVO,PESSOAL,M,50,4,
5790,NOVO,PESSOAL,M,41,16,
5791,INVESTIDOR,PESSOAL,M,35,4,261
5792,NOVO,CDC,F,24,0,4
5793,INVESTIDOR,CDC,M,44,6,10
5794,INVESTIDOR,CDC,M,26,0,21
5795,NOVO,RENEGOCIAÇÃO,F,,16,
5796,NOVO,RENEGOCIAÇÃO,F,41,0,
5797,NOVO,CDC,I,62,0,4
5798,NOVO,CDC,M,,16,
5799,NOVO,CDC,M,47,16,132
5800,NOVO,RENEGOCIAÇÃO,M,,8,
5801,INVESTIDOR,CDC,F,51,6,21
5802,NOVO,PESSOAL,M,67,16,
5803,NOVO,PESSOAL,F,22,16,
5804,INVESTIDOR,RENEGOCIAÇÃO,F,31,0,5
5805,TOMADOR,CDC,F,,5,
5806,TOMADOR,CDC,F,19,1,
5807,INVESTIDOR,CDC,M,56,0,30
5808,NOVO,CDC,M,37,0,11
5809,TOMADOR,PESSOAL,M,31,16,
5810,INVESTIDOR,CDC,F,64,1,16
5811,NOVO,CDC,M,55,16,
5812,INVESTIDOR,CDC,M,33,16,119
5813,NOVO,CDC,F,50,6,
5814,NOVO,CDC,F,64,0,30
5815,INVESTIDOR,CDC,M,37,4,
5816,TOMADOR,CDC,F,53,1,29
5817,NOVO,RENEGOCIAÇÃO,F,48,0,38
5818,NOVO,RENEGOCIAÇÃO,M,48,14,
5819,NOVO,CDC,M,,2,2
5820,NOVO,RENEGOCIAÇÃO,M,25,0,
5821,NOVO,CDC,M,19,0,5
5822,NOVO,PESSOAL,F,,15,
5823,TOMADOR,CDC,F,37,15,
5824,NOVO,CDC,M,53,0,11
5825,NOVO,CDC,F,56,5,16
5826,NOVO,PESSOAL,M,34,16,100
5827,NOVO,CDC,F,35,0,38
5828,NOVO,CDC,F,40,0,
5829,TOMADOR,PESSOAL,M,43,0,243
5830,NOVO,PESSOAL,F,44,0,22
5831,NOVO,CDC,F,34,0,18
5832,INVESTIDOR,CDC,M,59,0,
5833,NOVO,CDC,M,39,0,
5834,INVESTIDOR,CDC,F,44,0,3
5835,NOVO,CDC,F,39,10,61
5836,INVESTIDOR,CDC,M,52,0,8
5837,NOVO,CDC,,57,0,7
5838,NOVO,PESSOAL,F,53,16,21
5839,INVESTIDOR,CDC,F,69,0,4
5840,NOVO,CDC,M,36,7,
5841,NOVO,RENEGOCIAÇÃO,M,,1,
5842,TOMADOR,RENEGOCIAÇÃO,M,20,4,176
5843,TOMADOR,RENEGOCIAÇÃO,M,30,0,23
5844,INVESTIDOR,CDC,F,61,0,99
5845,NOVO,CDC,F,32,0,
5846,TOMADOR,CDC,M,31,3,
5847,TOMADOR,RENEGOCIAÇÃO,F,19,16,
5848,TOMADOR,CDC,F,47,16,
5849,INVESTIDOR,CDC,F,38,0,3
5850,NOVO,PESSOAL,M,52,16,
5851,NOVO,RENEGOCIAÇÃO,F,20,16,
5852,INVESTIDOR,CDC,F,56,16,
5853,NOVO,PESSOAL,M,33,0,3
5854,INVESTIDOR,CDC,F,41,16,
5855,NOVO,RENEGOCIAÇÃO,F,30,0,4
5856,NOVO,CDC,M,33,9,
5857,NOVO,CDC,,36,0,
5858,NOVO,CDC,F,,9,
5859,NOVO,RENEGOCIAÇÃO,M,53,0,2
5860,NOVO,RENEGOCIAÇÃO,F,37,0,80
5861,TOMADOR,CDC,M,30,16,
5862,TOMADOR,CDC,F,36,0,4
5863,NOVO,PESSOAL,M,39,16,
5864,NOVO,CDC,M,28,0,15
5865,TOMADOR,CDC,F,58,0,6
5866,TOMADOR,CDC,M,25,0,25
5867,NOVO,CDC,M,54,0,41
5868,INVESTIDOR,CDC,M,55,8,5
5869,NOVO,CDC,F,28,5,
5870,INVESTIDOR,CDC,M,58,4,17
5871,NOVO,RENEGOCIAÇÃO,M,35,0,11
5872,NOVO,RENEGOCIAÇÃO,M,47,0,6
5873,INVESTIDOR,CDC,F,28,5,
5874,NOVO,CDC,M,26,0,43
5875,NOVO,CDC,M,39,0,8
5876,INVESTIDOR,CDC,F,37,11,345
5877,NOVO,PESSOAL,M,65,0,14
5878,INVESTIDOR,PESSOAL,M,,16,
5879,INVESTIDOR,CDC,F,67,0,14
5880,NOVO,CDC,M,40,0,25
5881,NOVO,CDC,F,29,1,8
5882,INVESTIDOR,CDC,M,49,11,5
5883,INVESTIDOR,CDC,F,24,0,8
5884,NOVO,CDC,M,34,0,3
5885,NOVO,RENEGOCIAÇÃO,M,30,2,
5886,NOVO,PESSOAL,M,35,0,
5887,NOVO,CDC,,23,0,4
5888,NOVO,PESSOAL,M,43,0,16
5889,NOVO,CDC,M,35,1,4
5890,INVESTIDOR,CDC,M,32,0,10
5891,INVESTIDOR,CDC,F,77,0,3
5892,NOVO,RENEGOCIAÇÃO,M,40,0,
5893,NOVO,PESSOAL,M,42,16,
5894,NOVO,RENEGOCIAÇÃO,M,,9,
5895,NOVO,CDC,M,37,16,544
5896,TOMADOR,CDC,M,40,16,
5897,NOVO,RENEGOCIAÇÃO,M,36,0,40
5898,,RENEGOCIAÇÃO,M,,16,
5899,NOVO,CDC,,62,0,28
5900,NOVO,CDC,M,54,9,
5901,INVESTIDOR,CDC,M,39,3,29
5902,INVESTIDOR,CDC,F,65,2,17
5903,NOVO,CDC,F,,16,
5904,NOVO,RENEGOCIAÇÃO,M,44,7,
5905,NOVO,CDC,M,28,0,
5906,NOVO,CDC,M,37,0,3
5907,TOMADOR,CDC,,31,8,6
5908,NOVO,PESSOAL,F,26,5,19
5909,NOVO,PESSOAL,F,47,0,
5910,INVESTIDOR,CDC,F,28,16,
5911,TOMADOR,CDC,M,67,0,3
5912,NOVO,CDC,M,25,16,
5913,TOMADOR,CDC,F,55,15,
5914,INVESTIDOR,CDC,M,43,0,22
5915,NOVO,CDC,F,47,0,6
5916,NOVO,CDC,F,28,8,
5917,NOVO,RENEGOCIAÇÃO,,57,3,55
5918,NOVO,CDC,M,27,2,9
5919,NOVO,CDC,F,30,0,22
5920,NOVO,CDC,M,38,6,
5921,TOMADOR,PESSOAL,F,27,10,144
5922,TOMADOR,RENEGOCIAÇÃO,M,51,12,35
5923,NOVO,RENEGOCIAÇÃO,F,47,1,2
5924,NOVO,CDC,M,21,16,
5925,TOMADOR,CDC,F,42,0,33
5926,INVESTIDOR,PESSOAL,F,49,15,
5927,INVESTIDOR,RENEGOCIAÇÃO,M,27,0,
5928,INVESTIDOR,RENEGOCIAÇÃO,F,37,0,7
5929,NOVO,CDC,M,,5,40
5930,NOVO,CDC,M,39,0,9
5931,NOVO,RENEGOCIAÇÃO,M,64,6,
5932,NOVO,CDC,F,31,0,
5933,NOVO,RENEGOCIAÇÃO,M,24,0,85
5934,NOVO,CDC,M,52,16,
5935,TOMADOR,CDC,F,51,16,136
5936,TOMADOR,CDC,F,31,0,15
5937,NOVO,PESSOAL,,40,15,
5938,INVESTIDOR,RENEGOCIAÇÃO,F,36,0,38
5939,INVESTIDOR,CDC,F,50,0,13
5940,NOVO,CDC,F,45,11,18
5941,NOVO,CDC,F,,16,
5942,NOVO,CDC,F,38,8,39
5943,NOVO,RENEGOCIAÇÃO,M,44,5,19
5944,INVESTIDOR,RENEGOCIAÇÃO,M,36,0,5
5945,NOVO,CDC,F,30,0,19
5946,INVESTIDOR,CDC,M,46,16,28
5947,NOVO,PESSOAL,M,40,8,
5948,INVESTIDOR,CDC,F,33,0,8
5949,NOVO,PESSOAL,M,50,6,
5950,TOMADOR,CDC,F,39,5,91
5951,INVESTIDOR,CDC,F,75,0,5
5952,INVESTIDOR,RENEGOCIAÇÃO,M,36,0,
5953,INVESTIDOR,CDC,F,33,0,2
5954,NOVO,RENEGOCIAÇÃO,M,35,0,
5955,NOVO,CDC,M,44,0,21
5956,NOVO,CDC,F,31,5,17
5957,NOVO,CDC,M,51,16,
5958,INVESTIDOR,PESSOAL,M,40,0,2
5959,NOVO,PESSOAL,,35,0,8
5960,TOMADOR,CDC,,46,0,23
5961,NOVO,CDC,M,35,14,
5962,NOVO,PESSOAL,M,,12,21
5963,NOVO,RENEGOCIAÇÃO,F,34,10,40
5964,NOVO,CDC,M,47,16,23
5965,NOVO,CDC,M,31,0,14
5966,NOVO,CDC,M,56,16,7
5967,INVESTIDOR,CDC,M,36,0,33
5968,NOVO,RENEGOCIAÇÃO,M,29,0,10
5969,NOVO,CDC,M,23,10,8
5970,NOVO,CDC,M,,12,
5971,NOVO,PESSOAL,M,38,16,
5972,NOVO,PESSOAL,M,28,0,
5973,TOMADOR,PESSOAL,M,31,3,11
5974,TOMADOR,CDC,F,44,2,10
5975,TOMADOR,CDC,F,30,1,4
5976,NOVO,CDC,M,28,16,
5977,TOMADOR,CDC,M,29,0,3
5978,INVESTIDOR,RENEGOCIAÇÃO,F,76,0,2
5979,NOVO,CDC,M,,16,
5980,INVESTIDOR,PESSOAL,F,31,2,
5981,NOVO,CDC,M,38,12,24
5982,NOVO,PESSOAL,M,27,2,3
5983,NOVO,CDC,M,51,16,
5984,NOVO,CDC,M,44,2,5
5985,NOVO,CDC,M,56,8,
5986,INVESTIDOR,CDC,M,31,16,
5987,TOMADOR,CDC,F,26,1,10
5988,NOVO,CDC,M,37,16,
5989,TOMADOR,RENEGOCIAÇÃO,M,56,0,13
5990,NOVO,CDC,F,,5,
5991,INVESTIDOR,PESSOAL,F,31,16,
5992,NOVO,CDC,F,29,16,
5993,NOVO,CDC,M,28,11,
5994,INVESTIDOR,CDC,M,28,11,14
5995,NOVO,CDC,M,35,16,
5996,TOMADOR,RENEGOCIAÇÃO,,61,3,36
5997,INVESTIDOR,PESSOAL,F,49,15,
5998,NOVO,PESSOAL,M,54,0,40
5999,TOMADOR,PESSOAL,F,31,16,
6000,NOVO,PESSOAL,M,52,0,12
6001,NOVO,CDC,M,32,6,
6002,NOVO,CDC,F,19,1,2
6003,INVESTIDOR,CDC,M,45,0,27
6004,NOVO,PESSOAL,M,23,11,21
6005,NOVO,CDC,M,42,7,
