COD,TIPO_CLIENTE,TIPO_EMPRESTIMO,CD_SEXO,IDADE,QTD_DIVIDAS,TEMP_RECUPERACAO
610,INVESTIDOR,RENEGOCIAÇÃO,F,30,0,2
611,NOVO,PESSOAL,F,28,10,7
612,NOVO,RENEGOCIAÇÃO,,,0,43
613,NOVO,RENEGOCIAÇÃO,M,55,0,87
614,INVESTIDOR,RENEGOCIAÇÃO,M,21,1,29
615,TOMADOR,CDC,,44,2,
616,TOMADOR,CDC,M,46,0,2
617,NOVO,CDC,,33,0,19
618,NOVO,PESSOAL,F,33,16,
619,TOMADOR,CDC,,53,2,323
620,NOVO,RENEGOCIAÇÃO,M,,3,
621,NOVO,CDC,M,39,1,
622,NOVO,PESSOAL,M,36,0,6
623,NOVO,CDC,M,32,16,
624,INVESTIDOR,RENEGOCIAÇÃO,F,35,0,32
625,NOVO,PESSOAL,F,,10,
626,INVESTIDOR,CDC,M,25,1,24
627,INVESTIDOR,CDC,F,37,0,34
628,TOMADOR,CDC,M,31,15,
629,NOVO,CDC,M,,3,
630,NOVO,PESSOAL,M,26,0,26
631,NOVO,CDC,F,31,6,2
632,NOVO,CDC,M,29,16,
633,NOVO,CDC,F,24,1,2
634,NOVO,PESSOAL,F,,7,
635,NOVO,PESSOAL,F,49,0,4
636,NOVO,PESSOAL,F,25,13,
637,TOMADOR,RENEGOCIAÇÃO,F,47,0,
638,TOMADOR,CDC,M,48,16,
639,NOVO,CDC,M,35,7,83
640,TOMADOR,CDC,,30,2,6
641,INVESTIDOR,RENEGOCIAÇÃO,,45,0,11
642,INVESTIDOR,CDC,M,46,0,6
643,NOVO,RENEGOCIAÇÃO,F,45,0,47
644,TOMADOR,CDC,F,23,0,12
645,NOVO,PESSOAL,M,34,0,7
646,NOVO,CDC,F,47,3,
647,NOVO,PESSOAL,M,26,0,
648,TOMADOR,CDC,,85,0,6
649,NOVO,CDC,M,29,1,2
650,INVESTIDOR,RENEGOCIAÇÃO,M,58,0,4
651,NOVO,PESSOAL,,33,11,2
652,NOVO,CDC,M,58,0,
653,INVESTIDOR,CDC,M,30,0,3
654,NOVO,CDC,F,57,0,2
655,INVESTIDOR,CDC,M,54,16,
656,NOVO,PESSOAL,M,36,0,35
657,NOVO,PESSOAL,M,53,5,4
658,INVESTIDOR,CDC,M,58,0,66
659,NOVO,CDC,,,15,
660,NOVO,PESSOAL,M,32,0,
661,INVESTIDOR,RENEGOCIAÇÃO,M,44,5,
662,INVESTIDOR,RENEGOCIAÇÃO,F,54,0,7
663,INVESTIDOR,CDC,M,52,0,16
664,NOVO,CDC,I,39,11,
665,TOMADOR,CDC,M,64,0,2
666,NOVO,PESSOAL,F,35,10,
667,NOVO,PESSOAL,M,25,14,
668,INVESTIDOR,CDC,F,33,16,
669,NOVO,CDC,M,37,4,
670,NOVO,RENEGOCIAÇÃO,M,29,0,7
671,TOMADOR,CDC,F,32,0,8
672,TOMADOR,CDC,M,48,4,
673,NOVO,CDC,M,69,0,
674,NOVO,RENEGOCIAÇÃO,F,36,15,
675,NOVO,CDC,M,36,16,
676,TOMADOR,CDC,F,,0,25
677,TOMADOR,PESSOAL,M,26,16,
678,NOVO,CDC,M,31,16,
679,INVESTIDOR,CDC,F,50,0,
680,NOVO,CDC,M,32,11,
681,INVESTIDOR,CDC,M,88,0,41
682,NOVO,RENEGOCIAÇÃO,M,57,16,41
683,NOVO,CDC,F,29,4,14
684,INVESTIDOR,CDC,F,67,0,12
685,TOMADOR,PESSOAL,M,55,0,38
686,NOVO,CDC,M,52,3,38
687,NOVO,PESSOAL,F,22,16,
688,NOVO,CDC,M,40,16,
689,NOVO,CDC,F,48,12,44
690,NOVO,RENEGOCIAÇÃO,F,21,4,14
691,NOVO,PESSOAL,M,38,16,
692,NOVO,PESSOAL,M,28,0,2
693,NOVO,CDC,F,54,3,
694,NOVO,PESSOAL,M,29,1,6
695,NOVO,CDC,M,46,16,
696,NOVO,CDC,M,37,0,427
697,NOVO,CDC,M,39,16,
698,NOVO,RENEGOCIAÇÃO,M,28,8,11
699,TOMADOR,CDC,M,30,5,
700,NOVO,CDC,F,,11,
701,INVESTIDOR,CDC,M,56,16,4
702,TOMADOR,CDC,F,24,0,9
703,NOVO,CDC,M,,15,
704,INVESTIDOR,RENEGOCIAÇÃO,M,28,0,27
705,NOVO,CDC,F,27,4,245
706,TOMADOR,PESSOAL,F,28,11,16
707,NOVO,CDC,M,27,16,8
708,INVESTIDOR,CDC,M,50,16,11
709,NOVO,CDC,F,50,5,140
710,TOMADOR,CDC,F,31,16,7
711,INVESTIDOR,CDC,M,56,0,
712,INVESTIDOR,CDC,F,41,16,
713,NOVO,CDC,,22,16,
714,NOVO,PESSOAL,F,35,15,
715,INVESTIDOR,CDC,F,28,0,9
716,NOVO,CDC,,,16,19
717,TOMADOR,RENEGOCIAÇÃO,,44,2,85
718,TOMADOR,PESSOAL,M,31,0,7
719,NOVO,CDC,M,21,10,40
720,INVESTIDOR,RENEGOCIAÇÃO,M,43,5,
721,NOVO,RENEGOCIAÇÃO,F,36,0,191
722,NOVO,CDC,F,52,0,8
723,NOVO,CDC,F,37,0,
724,NOVO,RENEGOCIAÇÃO,M,,0,5
725,TOMADOR,RENEGOCIAÇÃO,M,25,0,3
726,TOMADOR,RENEGOCIAÇÃO,F,26,16,
727,NOVO,RENEGOCIAÇÃO,F,31,16,
728,INVESTIDOR,CDC,M,38,0,16
729,NOVO,PESSOAL,M,30,2,
730,NOVO,CDC,M,55,8,
731,INVESTIDOR,CDC,,33,3,
732,NOVO,CDC,F,42,5,
733,NOVO,CDC,F,43,0,17
734,NOVO,CDC,M,35,2,
735,NOVO,CDC,F,32,12,
736,NOVO,RENEGOCIAÇÃO,M,25,9,3
737,NOVO,PESSOAL,M,61,0,18
738,NOVO,RENEGOCIAÇÃO,F,23,0,
739,NOVO,CDC,F,26,1,7
740,NOVO,RENEGOCIAÇÃO,F,29,2,
741,NOVO,CDC,F,,16,
742,NOVO,CDC,I,44,1,28
743,TOMADOR,PESSOAL,M,56,6,7
744,NOVO,RENEGOCIAÇÃO,M,31,10,24
745,NOVO,PESSOAL,F,43,16,15
746,NOVO,PESSOAL,F,43,0,7
747,INVESTIDOR,CDC,F,39,7,21
748,NOVO,CDC,M,,16,
749,NOVO,RENEGOCIAÇÃO,F,22,0,8
750,NOVO,PESSOAL,F,,16,
751,NOVO,PESSOAL,M,35,15,8
752,NOVO,RENEGOCIAÇÃO,M,20,3,
753,NOVO,CDC,M,24,0,19
754,NOVO,CDC,M,41,0,65
755,NOVO,RENEGOCIAÇÃO,,25,0,7
756,NOVO,CDC,F,57,15,
757,NOVO,CDC,,28,16,
758,NOVO,PESSOAL,M,58,16,
759,TOMADOR,RENEGOCIAÇÃO,M,28,3,
760,NOVO,CDC,F,,0,168
761,INVESTIDOR,CDC,M,29,1,11
762,NOVO,PESSOAL,M,39,5,
763,NOVO,CDC,,25,15,
764,NOVO,PESSOAL,M,,1,
765,NOVO,PESSOAL,F,32,0,
766,TOMADOR,CDC,M,28,10,
767,NOVO,PESSOAL,M,39,0,
768,NOVO,PESSOAL,M,37,16,
769,NOVO,CDC,M,28,13,
770,NOVO,CDC,F,36,16,
771,NOVO,CDC,F,,0,43
772,TOMADOR,CDC,F,38,13,19
773,NOVO,PESSOAL,M,42,16,
774,NOVO,CDC,F,48,0,4
775,NOVO,CDC,F,29,7,22
776,TOMADOR,CDC,M,36,4,36
777,NOVO,CDC,,58,0,14
778,TOMADOR,CDC,F,56,0,5
779,INVESTIDOR,RENEGOCIAÇÃO,M,48,0,7
780,NOVO,CDC,M,50,16,
781,NOVO,CDC,M,28,16,
782,INVESTIDOR,PESSOAL,,47,0,11
783,NOVO,CDC,M,37,0,3
784,NOVO,CDC,M,58,10,9
785,NOVO,CDC,F,54,16,
786,NOVO,PESSOAL,F,21,0,32
787,NOVO,CDC,M,54,7,
788,INVESTIDOR,RENEGOCIAÇÃO,F,51,0,3
789,INVESTIDOR,PESSOAL,M,53,0,9
790,INVESTIDOR,CDC,M,40,16,4
791,NOVO,CDC,M,45,8,
792,NOVO,CDC,F,34,2,
793,NOVO,CDC,M,22,16,
794,INVESTIDOR,CDC,F,32,4,
795,NOVO,CDC,F,57,0,2
796,NOVO,PESSOAL,M,29,16,
797,NOVO,CDC,M,39,0,14
798,TOMADOR,PESSOAL,M,33,4,6
799,NOVO,RENEGOCIAÇÃO,F,49,16,
800,NOVO,PESSOAL,M,26,0,
801,NOVO,PESSOAL,F,32,5,
802,INVESTIDOR,CDC,M,45,16,6
803,NOVO,PESSOAL,F,26,16,
804,TOMADOR,PESSOAL,M,38,2,11
805,NOVO,CDC,M,,0,11
806,NOVO,CDC,M,,16,
807,TOMADOR,CDC,M,59,0,
808,NOVO,PESSOAL,F,21,0,
809,NOVO,PESSOAL,M,43,16,
810,TOMADOR,CDC,F,32,4,
811,NOVO,CDC,M,,4,
812,NOVO,CDC,M,49,0,15
813,INVESTIDOR,CDC,F,23,0,12
814,INVESTIDOR,RENEGOCIAÇÃO,F,59,0,78
815,INVESTIDOR,CDC,M,41,0,8
816,INVESTIDOR,CDC,F,34,0,21
817,NOVO,PESSOAL,M,,6,
818,TOMADOR,CDC,F,25,2,9
819,INVESTIDOR,RENEGOCIAÇÃO,F,30,0,2
820,NOVO,CDC,M,34,3,6
821,NOVO,PESSOAL,M,73,1,
822,TOMADOR,CDC,M,31,0,8
823,NOVO,CDC,M,42,0,5
824,INVESTIDOR,CDC,M,48,0,355
825,NOVO,CDC,F,,2,
826,NOVO,CDC,,34,5,17
827,NOVO,RENEGOCIAÇÃO,F,25,0,26
828,INVESTIDOR,CDC,F,27,16,83
829,INVESTIDOR,CDC,,33,8,4
830,TOMADOR,PESSOAL,F,20,13,
831,NOVO,CDC,M,,1,
832,INVESTIDOR,PESSOAL,F,51,0,43
833,TOMADOR,RENEGOCIAÇÃO,M,52,12,7
834,NOVO,CDC,F,67,0,22
835,NOVO,CDC,F,27,7,14
836,NOVO,RENEGOCIAÇÃO,F,25,3,7
837,TOMADOR,PESSOAL,M,30,0,17
838,NOVO,CDC,M,44,0,3
839,NOVO,CDC,F,39,0,18
840,NOVO,PESSOAL,M,32,0,27
841,INVESTIDOR,CDC,,54,2,24
842,INVESTIDOR,CDC,M,49,6,36
843,NOVO,PESSOAL,F,43,0,
844,INVESTIDOR,RENEGOCIAÇÃO,M,43,0,2
845,NOVO,CDC,F,35,0,
846,INVESTIDOR,PESSOAL,M,33,16,
847,NOVO,CDC,F,,9,
848,TOMADOR,CDC,F,26,8,
849,NOVO,RENEGOCIAÇÃO,M,35,0,
850,NOVO,CDC,M,72,16,
851,NOVO,PESSOAL,M,21,0,2
852,NOVO,CDC,M,31,4,
853,NOVO,PESSOAL,M,46,0,44
854,NOVO,CDC,M,27,0,3
855,INVESTIDOR,CDC,M,37,0,
856,INVESTIDOR,CDC,F,49,0,2
857,NOVO,CDC,M,39,4,8
858,NOVO,CDC,M,43,1,3
859,NOVO,RENEGOCIAÇÃO,M,25,7,
860,INVESTIDOR,CDC,M,26,2,25
861,NOVO,CDC,M,55,7,
862,NOVO,PESSOAL,F,23,7,
863,TOMADOR,CDC,F,43,1,7
864,TOMADOR,PESSOAL,M,30,16,
865,INVESTIDOR,CDC,M,33,0,48
866,NOVO,CDC,M,,12,
867,NOVO,RENEGOCIAÇÃO,M,31,1,
868,INVESTIDOR,RENEGOCIAÇÃO,F,53,0,5
869,NOVO,RENEGOCIAÇÃO,F,29,10,29
870,TOMADOR,CDC,M,36,0,15
871,NOVO,CDC,M,,3,
872,INVESTIDOR,CDC,F,26,14,8
873,INVESTIDOR,RENEGOCIAÇÃO,F,39,7,33
874,NOVO,RENEGOCIAÇÃO,M,45,7,102
875,INVESTIDOR,CDC,F,39,16,3
876,INVESTIDOR,CDC,F,74,0,4
877,INVESTIDOR,CDC,M,34,0,
878,INVESTIDOR,RENEGOCIAÇÃO,F,48,2,13
879,NOVO,CDC,M,30,0,2
880,NOVO,CDC,F,48,3,
881,INVESTIDOR,RENEGOCIAÇÃO,F,42,0,8
882,NOVO,CDC,M,40,4,7
883,NOVO,PESSOAL,M,35,0,43
884,INVESTIDOR,CDC,F,38,10,
885,NOVO,RENEGOCIAÇÃO,M,62,0,
886,NOVO,CDC,M,32,8,
887,NOVO,CDC,F,35,4,25
888,NOVO,CDC,,22,15,
889,NOVO,PESSOAL,M,29,16,
890,NOVO,PESSOAL,M,26,16,
891,NOVO,PESSOAL,F,,16,
892,TOMADOR,CDC,F,,16,
893,NOVO,CDC,M,39,16,
894,NOVO,RENEGOCIAÇÃO,F,39,16,4
895,NOVO,CDC,F,30,11,
896,INVESTIDOR,CDC,F,44,12,45
897,NOVO,RENEGOCIAÇÃO,M,43,1,
898,TOMADOR,PESSOAL,M,30,14,
899,INVESTIDOR,RENEGOCIAÇÃO,M,40,0,8
900,NOVO,CDC,F,44,5,
901,NOVO,CDC,F,33,3,
902,NOVO,CDC,F,28,0,8
903,TOMADOR,RENEGOCIAÇÃO,M,29,6,40
904,NOVO,CDC,M,,12,
905,INVESTIDOR,CDC,M,47,0,13
906,INVESTIDOR,CDC,I,52,3,30
907,INVESTIDOR,CDC,M,28,9,
908,NOVO,CDC,M,49,11,41
909,TOMADOR,RENEGOCIAÇÃO,F,75,15,14
910,NOVO,PESSOAL,M,50,10,
911,NOVO,PESSOAL,M,61,0,3
912,NOVO,CDC,M,39,16,9
913,NOVO,PESSOAL,F,,15,
914,NOVO,CDC,F,34,0,17
915,NOVO,RENEGOCIAÇÃO,M,64,0,
916,NOVO,CDC,F,39,0,12
917,TOMADOR,RENEGOCIAÇÃO,F,32,0,10
918,NOVO,CDC,F,58,12,96
919,NOVO,CDC,M,32,16,
920,NOVO,PESSOAL,F,24,15,
921,TOMADOR,RENEGOCIAÇÃO,F,42,8,16
922,NOVO,PESSOAL,,52,16,
923,TOMADOR,CDC,M,30,16,
924,NOVO,CDC,M,32,0,2
925,NOVO,CDC,,29,16,
926,NOVO,RENEGOCIAÇÃO,F,33,16,
927,NOVO,PESSOAL,M,35,14,
928,NOVO,PESSOAL,F,27,0,5
929,NOVO,CDC,M,22,0,35
930,NOVO,PESSOAL,M,20,9,
931,NOVO,CDC,F,63,0,13
932,INVESTIDOR,RENEGOCIAÇÃO,M,54,0,
933,INVESTIDOR,CDC,M,36,1,154
934,NOVO,RENEGOCIAÇÃO,M,29,3,
935,NOVO,CDC,F,20,10,
936,TOMADOR,CDC,,60,16,
937,NOVO,CDC,,26,0,25
938,NOVO,CDC,M,25,16,
939,NOVO,PESSOAL,M,30,0,3
940,NOVO,CDC,M,30,16,
941,NOVO,PESSOAL,M,68,16,
942,TOMADOR,RENEGOCIAÇÃO,F,19,9,8
943,NOVO,PESSOAL,M,35,0,
944,NOVO,CDC,M,,0,43
945,TOMADOR,CDC,F,47,0,8
946,NOVO,CDC,M,32,1,14
947,NOVO,RENEGOCIAÇÃO,M,29,16,
948,NOVO,PESSOAL,F,52,7,
949,NOVO,CDC,,33,8,10
950,NOVO,CDC,,31,16,92
951,NOVO,PESSOAL,M,25,1,4
952,INVESTIDOR,CDC,M,62,0,12
953,NOVO,CDC,M,,1,4
954,NOVO,PESSOAL,M,29,6,4
955,NOVO,PESSOAL,F,51,0,7
956,NOVO,PESSOAL,F,33,1,112
957,NOVO,RENEGOCIAÇÃO,M,71,0,5
958,NOVO,PESSOAL,F,22,12,
959,NOVO,RENEGOCIAÇÃO,,40,0,8
960,NOVO,CDC,M,31,16,
961,NOVO,RENEGOCIAÇÃO,F,28,16,
962,TOMADOR,PESSOAL,M,43,16,11
963,NOVO,CDC,F,41,0,19
964,NOVO,RENEGOCIAÇÃO,M,48,14,
965,NOVO,CDC,M,35,0,
966,NOVO,RENEGOCIAÇÃO,F,33,2,21
967,INVESTIDOR,CDC,I,50,3,2
968,INVESTIDOR,RENEGOCIAÇÃO,M,50,0,3
969,NOVO,CDC,M,,16,
970,NOVO,PESSOAL,F,52,8,
971,NOVO,CDC,M,,16,
972,NOVO,CDC,I,41,0,4
973,NOVO,CDC,F,48,3,
974,NOVO,CDC,M,28,6,
975,NOVO,CDC,F,28,3,
976,INVESTIDOR,CDC,M,61,0,6
977,NOVO,RENEGOCIAÇÃO,M,21,0,132
978,NOVO,RENEGOCIAÇÃO,F,63,0,
979,NOVO,CDC,F,34,2,8
980,INVESTIDOR,RENEGOCIAÇÃO,M,37,6,32
981,INVESTIDOR,RENEGOCIAÇÃO,F,39,0,2
982,NOVO,PESSOAL,M,40,16,
983,NOVO,RENEGOCIAÇÃO,F,,16,
984,NOVO,CDC,M,,0,4
985,NOVO,RENEGOCIAÇÃO,M,42,3,
986,NOVO,CDC,M,56,0,112
987,NOVO,PESSOAL,M,24,16,
988,INVESTIDOR,RENEGOCIAÇÃO,M,33,14,
989,TOMADOR,CDC,F,32,5,
990,NOVO,CDC,M,46,0,
991,NOVO,CDC,M,32,1,
992,TOMADOR,PESSOAL,F,52,16,
993,NOVO,CDC,M,46,16,
994,NOVO,CDC,,39,16,9
995,INVESTIDOR,RENEGOCIAÇÃO,M,84,0,24
996,NOVO,CDC,F,60,0,23
997,NOVO,RENEGOCIAÇÃO,M,27,4,
998,NOVO,RENEGOCIAÇÃO,M,40,6,19
999,NOVO,RENEGOCIAÇÃO,F,32,4,
1000,NOVO,PESSOAL,M,60,16,
1001,INVESTIDOR,CDC,F,32,0,52
1002,TOMADOR,CDC,M,33,3,
1003,NOVO,CDC,M,64,0,9
1004,NOVO,CDC,M,32,0,3
1005,NOVO,RENEGOCIAÇÃO,F,35,16,
1006,NOVO,PESSOAL,M,28,0,4
1007,NOVO,RENEGOCIAÇÃO,F,36,0,36
1008,INVESTIDOR,CDC,M,59,0,
1009,INVESTIDOR,RENEGOCIAÇÃO,,31,1,2
1010,TOMADOR,PESSOAL,F,32,5,
1011,INVESTIDOR,RENEGOCIAÇÃO,F,47,0,131
1012,INVESTIDOR,CDC,M,41,0,70
1013,NOVO,PESSOAL,F,54,16,
1014,INVESTIDOR,RENEGOCIAÇÃO,M,54,0,
1015,TOMADOR,PESSOAL,M,23,0,6
1016,NOVO,CDC,F,60,0,25
1017,INVESTIDOR,RENEGOCIAÇÃO,M,33,16,
1018,NOVO,CDC,F,37,0,
1019,NOVO,CDC,F,,10,
1020,TOMADOR,CDC,F,28,16,41
1021,NOVO,CDC,M,20,0,37
1022,NOVO,CDC,F,43,5,
1023,NOVO,CDC,M,28,16,35
1024,NOVO,PESSOAL,M,33,0,5
1025,INVESTIDOR,RENEGOCIAÇÃO,M,30,0,6
1026,NOVO,CDC,M,29,0,42
1027,TOMADOR,CDC,F,34,6,
1028,NOVO,PESSOAL,F,53,11,
1029,NOVO,PESSOAL,F,21,16,
1030,NOVO,RENEGOCIAÇÃO,,33,1,2
1031,NOVO,CDC,M,32,16,
1032,NOVO,CDC,F,27,0,3
1033,INVESTIDOR,CDC,,33,3,
1034,TOMADOR,CDC,,66,5,2
1035,INVESTIDOR,CDC,F,47,5,5
1036,NOVO,PESSOAL,M,,16,
1037,TOMADOR,CDC,M,23,13,
1038,TOMADOR,CDC,M,37,0,24
1039,INVESTIDOR,RENEGOCIAÇÃO,F,36,0,7
1040,NOVO,RENEGOCIAÇÃO,F,36,0,226
1041,NOVO,PESSOAL,M,51,0,
1042,NOVO,RENEGOCIAÇÃO,M,41,0,
1043,NOVO,CDC,I,22,16,
1044,INVESTIDOR,RENEGOCIAÇÃO,M,38,0,4
1045,NOVO,CDC,M,42,1,10
1046,TOMADOR,CDC,M,31,0,30
1047,INVESTIDOR,RENEGOCIAÇÃO,M,40,0,
1048,NOVO,CDC,,40,8,31
1049,NOVO,CDC,M,35,16,
1050,NOVO,CDC,M,,0,4
1051,NOVO,PESSOAL,M,27,5,
1052,NOVO,CDC,M,60,0,5
1053,NOVO,RENEGOCIAÇÃO,F,,7,
1054,TOMADOR,CDC,F,29,3,19
1055,NOVO,RENEGOCIAÇÃO,F,31,0,41
1056,NOVO,CDC,F,34,0,3
1057,INVESTIDOR,CDC,M,38,15,9
1058,NOVO,CDC,F,29,13,89
1059,NOVO,CDC,F,40,16,
1060,NOVO,PESSOAL,M,39,3,3
1061,INVESTIDOR,RENEGOCIAÇÃO,M,43,5,
1062,NOVO,CDC,M,53,0,
1063,INVESTIDOR,CDC,F,44,5,40
1064,NOVO,CDC,M,,3,11
1065,NOVO,CDC,F,,0,19
1066,NOVO,CDC,M,26,0,35
1067,NOVO,CDC,F,62,12,
1068,NOVO,PESSOAL,M,,0,379
1069,NOVO,CDC,F,46,0,13
1070,NOVO,CDC,F,28,0,39
1071,NOVO,CDC,M,63,0,3
1072,TOMADOR,RENEGOCIAÇÃO,I,33,2,5
1073,NOVO,CDC,F,35,1,44
1074,NOVO,CDC,M,45,16,3
1075,TOMADOR,CDC,I,37,16,23
1076,NOVO,PESSOAL,F,28,0,
1077,NOVO,CDC,M,41,0,
1078,NOVO,RENEGOCIAÇÃO,F,34,16,
1079,TOMADOR,CDC,M,33,0,3
1080,NOVO,CDC,M,38,0,7
1081,NOVO,RENEGOCIAÇÃO,F,53,16,
1082,NOVO,RENEGOCIAÇÃO,F,55,16,11
1083,INVESTIDOR,PESSOAL,,26,5,3
1084,INVESTIDOR,CDC,F,46,0,3
1085,INVESTIDOR,CDC,M,41,0,5
1086,INVESTIDOR,RENEGOCIAÇÃO,,30,0,44
1087,NOVO,PESSOAL,M,32,16,
1088,NOVO,PESSOAL,F,41,9,
1089,NOVO,CDC,M,,0,17
1090,TOMADOR,CDC,M,34,4,3
1091,NOVO,CDC,M,61,11,
1092,INVESTIDOR,CDC,M,49,0,24
1093,NOVO,CDC,,,0,217
1094,NOVO,PESSOAL,,31,16,
1095,INVESTIDOR,CDC,F,32,11,
1096,TOMADOR,CDC,F,44,16,
1097,NOVO,PESSOAL,M,58,16,
1098,INVESTIDOR,CDC,M,,16,
1099,NOVO,RENEGOCIAÇÃO,F,38,2,22
1100,NOVO,CDC,M,53,8,13
1101,NOVO,CDC,F,54,3,
1102,INVESTIDOR,PESSOAL,M,51,0,28
1103,NOVO,PESSOAL,M,,16,
1104,NOVO,PESSOAL,F,28,6,
1105,TOMADOR,CDC,M,46,10,
1106,TOMADOR,CDC,I,52,2,20
1107,NOVO,CDC,M,,0,39
1108,NOVO,CDC,,,4,
1109,NOVO,PESSOAL,F,24,16,
1110,NOVO,CDC,F,33,1,
1111,NOVO,PESSOAL,M,70,16,
1112,NOVO,PESSOAL,F,25,16,
1113,NOVO,CDC,M,51,16,
1114,NOVO,PESSOAL,F,43,3,7
1115,NOVO,CDC,M,,5,
1116,INVESTIDOR,CDC,F,33,2,
1117,NOVO,CDC,,,16,
1118,NOVO,CDC,M,40,0,11
1119,NOVO,PESSOAL,F,33,3,
1120,NOVO,CDC,M,18,16,
1121,NOVO,RENEGOCIAÇÃO,M,43,3,65
1122,INVESTIDOR,CDC,M,52,0,18
1123,NOVO,CDC,F,24,1,7
1124,NOVO,CDC,M,35,10,19
1125,NOVO,CDC,M,46,0,
1126,NOVO,CDC,M,,11,
1127,INVESTIDOR,RENEGOCIAÇÃO,M,50,0,14
1128,NOVO,PESSOAL,F,,0,2
1129,NOVO,RENEGOCIAÇÃO,M,47,16,
1130,NOVO,CDC,M,26,16,
1131,INVESTIDOR,CDC,,26,0,
1132,TOMADOR,CDC,M,27,12,5
1133,NOVO,CDC,F,,16,
1134,NOVO,PESSOAL,F,26,16,
1135,NOVO,CDC,M,26,3,2
1136,NOVO,RENEGOCIAÇÃO,F,26,0,20
1137,INVESTIDOR,CDC,F,41,5,
1138,NOVO,CDC,I,,16,8
1139,NOVO,RENEGOCIAÇÃO,,,0,
1140,TOMADOR,PESSOAL,M,30,0,
1141,NOVO,CDC,M,43,0,
1142,NOVO,CDC,F,35,1,
1143,NOVO,RENEGOCIAÇÃO,F,36,0,5
1144,NOVO,RENEGOCIAÇÃO,F,45,0,6
1145,NOVO,CDC,M,,7,
1146,NOVO,CDC,M,33,13,6
1147,NOVO,RENEGOCIAÇÃO,,36,0,6
1148,INVESTIDOR,CDC,M,34,0,21
1149,NOVO,CDC,M,38,8,92
1150,NOVO,RENEGOCIAÇÃO,F,28,0,
1151,INVESTIDOR,CDC,M,50,0,
1152,INVESTIDOR,CDC,F,33,16,
1153,INVESTIDOR,CDC,F,,5,14
1154,NOVO,CDC,F,34,6,
1155,NOVO,CDC,F,25,0,
1156,NOVO,CDC,F,34,16,
1157,NOVO,PESSOAL,I,48,3,
1158,NOVO,RENEGOCIAÇÃO,,28,3,3
1159,TOMADOR,CDC,F,,0,16
1160,NOVO,CDC,M,29,2,
1161,NOVO,RENEGOCIAÇÃO,M,45,0,8
1162,NOVO,CDC,M,35,10,28
1163,NOVO,CDC,M,38,7,
1164,NOVO,PESSOAL,M,,3,
1165,NOVO,RENEGOCIAÇÃO,F,,1,3
1166,TOMADOR,PESSOAL,,36,16,
1167,NOVO,PESSOAL,M,42,4,
1168,NOVO,CDC,F,45,5,8
1169,NOVO,CDC,F,50,5,
1170,NOVO,RENEGOCIAÇÃO,M,21,1,
1171,NOVO,RENEGOCIAÇÃO,,35,16,
1172,NOVO,RENEGOCIAÇÃO,M,36,5,
1173,NOVO,PESSOAL,M,38,16,
1174,NOVO,CDC,F,33,1,7
1175,NOVO,PESSOAL,M,40,16,
1176,NOVO,CDC,M,35,0,4
1177,NOVO,CDC,F,62,0,24
1178,NOVO,CDC,F,45,0,7
1179,NOVO,CDC,M,,12,15
1180,NOVO,RENEGOCIAÇÃO,F,20,0,
1181,TOMADOR,CDC,,24,5,
1182,NOVO,CDC,M,,0,
1183,NOVO,RENEGOCIAÇÃO,F,,0,19
1184,NOVO,RENEGOCIAÇÃO,,30,0,22
1185,INVESTIDOR,PESSOAL,F,60,16,32
1186,NOVO,CDC,M,,16,
1187,INVESTIDOR,CDC,M,31,16,
1188,INVESTIDOR,RENEGOCIAÇÃO,M,28,1,39
1189,NOVO,CDC,M,,2,216
1190,INVESTIDOR,CDC,M,47,8,57
1191,NOVO,PESSOAL,M,61,0,8
1192,NOVO,CDC,M,40,3,
1193,INVESTIDOR,CDC,F,39,14,17
1194,TOMADOR,PESSOAL,M,37,10,7
1195,NOVO,CDC,F,76,12,
1196,NOVO,PESSOAL,F,27,0,20
1197,NOVO,CDC,M,47,16,
1198,INVESTIDOR,CDC,F,45,12,18
1199,NOVO,CDC,M,36,0,32
1200,NOVO,CDC,M,71,2,75
1201,NOVO,CDC,M,32,7,
1202,NOVO,RENEGOCIAÇÃO,F,,0,
1203,TOMADOR,RENEGOCIAÇÃO,M,55,13,3
1204,NOVO,CDC,F,24,10,
1205,NOVO,PESSOAL,M,68,16,
1206,NOVO,CDC,M,26,3,
1207,INVESTIDOR,CDC,M,36,2,
1208,NOVO,CDC,M,35,2,
1209,NOVO,CDC,M,25,9,
1210,INVESTIDOR,CDC,F,32,8,9
1211,TOMADOR,RENEGOCIAÇÃO,M,30,8,
1212,TOMADOR,RENEGOCIAÇÃO,,25,0,4
1213,NOVO,RENEGOCIAÇÃO,M,26,15,49
1214,NOVO,CDC,F,59,0,2
1215,NOVO,CDC,F,37,16,
1216,INVESTIDOR,CDC,M,48,0,2
1217,NOVO,CDC,M,33,0,26
1218,NOVO,PESSOAL,M,53,7,
1219,INVESTIDOR,CDC,M,54,0,
1220,NOVO,CDC,F,60,0,
1221,TOMADOR,CDC,F,,0,18
1222,TOMADOR,CDC,F,40,0,35
1223,TOMADOR,CDC,,24,0,11
1224,INVESTIDOR,CDC,M,41,0,2
1225,NOVO,CDC,M,,4,
1226,NOVO,CDC,I,43,3,
1227,INVESTIDOR,CDC,F,38,0,7
1228,NOVO,CDC,M,28,5,3
1229,NOVO,CDC,F,47,11,44
